title,City,Salary,Experience,experience_level,Job Type,functional_area,career_level,skills
Deputy Manager Import / Procurement,Lahore,137500.0,5.0,Mid,Full Time,Import & Export,Experienced Professional,"Supplier Quality Management, Supplier Negotiation, Supplier Development, Supply Management Skills, Inventory Planning Skills, Procurement Knowledge, Communication Skills, Knowledge of Spreadsheets, Import Operations Handling"
Energy Manager,Other,82639.59731543624,2.783132530120482,Junior,Full Time,Manufacturing,Experienced Professional,"Efficiency Optimization, Compliance Knowledge, Modulation Techniques, LEED Certification Knowledge"
Dental Assistant,Rawalpindi,32500.0,1.0,Entry,Other,Health & Medicine,Entry Level,"Dental Products Knowledge, Dental Material Handling, Dental Equipment Management, Dental Care, Close Attention to Detail"
Assistant Accountant,Lahore,50000.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Accounting, Admin Operations Management, Bookkeeping Knowledge, Accounts Software Command, Reconciliation, Accounts Management Skills"
Educational Counselor,Lahore,50000.0,3.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Career Counseling, Student Counseling, Applications Processing, Educational Consultancy"
Business Development Manager,Lahore,65000.0,3.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Business Development Process, Business Development Strategies, B2B Business Development"
Receptionist,Islamabad,187500.0,5.0,Mid,Full Time,"Secretarial, Clerical & Front Office",Experienced Professional,"Business Understanding, Communication Skills, Front Office Support"
Payment Collection Specialist,Islamabad,60000.0,2.0,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Cash Collection, Credit Collection Recovery, Knowledge of Spreadsheets, MS Excel, Communication Skills"
Community Communication Officer,Attock,82639.59731543624,3.0,Junior,Other,Public Relations,Experienced Professional,"Cultural Awareness, Analytical Skills, Laboratory Operations Management, Social Collaboration, Negotiations Skills, Communication Skills, Relationship Management"
Team Lead Java,Karachi,82639.59731543624,2.783132530120482,Junior,Full Time,Software & Web Development,Experienced Professional,"Reactjs, Springboot, Java, AngularJS"
Web Developer - Intern,Other,10000.0,2.783132530120482,Junior,Other,Software & Web Development,Intern/Student,"HTML, C++ Knowledge, Javascript"
Oversea Operations Executive,Islamabad,50000.0,1.0,Entry,Full Time,Maritime & Shipping,Entry Level,"International Business Knowledge, Regulatory Compliance, Project Management"
Online Computer Science Instructor - Youtube,Islamabad,90000.0,2.783132530120482,Junior,Part Time,"Teachers/Education, Training & Development",Experienced Professional,"Google Docs Knowledge, Communication Skills, Technical Knowledge"
Google My Business Specialist,Lahore,82639.59731543624,5.0,Mid,Full Time,Sales & Business Development,Experienced Professional,"Optimizing GMB Listing, Google Maps Knowledge, Google Analytics"
Junior Sales / Support Representative,Karachi,40000.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Communication Skills, Sales Automation, Client Acquisition Skills, Sales Management"
Education Consultancy Intern,Other,82639.59731543624,2.783132530120482,Junior,Other,Sales & Business Development,Intern/Student,"Team Building, Technical Project Leadership, Admin Task Management, Communication Skills"
Branch Manager,Lahore,75000.0,3.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Branch Operations, Branch Management, Branch Administration Skills, Managerial Skills"
Digital Marketing Associate,Karachi,55000.0,2.0,Junior,Full Time,Marketing,Experienced Professional,"Communication Skills, Content Writing Skills, Digital Marketing Analysis, Digital Marketing Management"
Deputy Manager Admin,Lahore,112500.0,5.0,Mid,Full Time,Administration,Experienced Professional,"Communication Skills, Multitasking Skills, Record Maintenance, Coordination Tasks, Legal Affairs Management, ERP Software Command, House Keeping Skills, Security Awareness, Fleet Management, Knowledge of Spreadsheets"
Sales Executive,Karachi,70000.0,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Communication Skills, Presentation Skills, Sales Management, End to End Sales"
Sales Manager,Other,90000.0,4.0,Mid,Full Time,Sales & Business Development,Experienced Professional,"Client Relationship, End to End Sales, Dealer Management"
Chat Support Executive,Lahore,37500.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Entry Level,"Live Chat Handling, Social Media Chat Support, Chat Support Skills, Multitasking Skills, Client Acquisition Skills"
Godown Dispatcher,Multan,30000.0,1.0,Entry,Full Time,Warehousing,Entry Level,"Safety and Compliance, Transportation Coordination, Inventory Management"
Admin Officer,Lahore,55000.0,5.0,Mid,Full Time,Administration,Experienced Professional,"Office Repair, House Keeping Skills, ERP Software Command, Knowledge of Spreadsheets, Document Handling, Document Drafting"
Sales Executive,Lahore,40000.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Sales Management, Sales Automation, Fluent in English, Coordination Skills"
Head of Sales,Other,225000.0,8.0,Senior,Full Time,Sales & Business Development,Department Head,"Communication Skills, Sales Growth, Dealer Network Development"
Production Manager,Faisalabad,82639.59731543624,3.0,Junior,Full Time,Industrial Production,Experienced Professional,"Production Coordination, Shopify Theme Management, Production Administration"
Computer Operator,Lahore,27500.0,2.783132530120482,Junior,Full Time,Data Entry,Experienced Professional,"Communication Skills, Computer Proficient, Typing Speed"
Phlebotomist,Islamabad,82639.59731543624,3.0,Junior,Full Time,Health & Medicine,Experienced Professional,"Communication Skills, Front Desk Management, Blood Collection"
Medical Transcription Staff,Islamabad,82639.59731543624,3.0,Junior,Full Time,Health & Medicine,Experienced Professional,"Technical Assistance, Coordination Skills, Data Management"
Medical Technologist,Islamabad,82639.59731543624,3.0,Junior,Full Time,Health & Medicine,Experienced Professional,"Communication Skills, Laboratory Equipment Knowledge, Analytical Skills"
Assistant Manager Laboratory,Islamabad,82639.59731543624,3.0,Junior,Full Time,Health & Medicine,Experienced Professional,"Laboratory Operations Management, Staff Supervision, Technical Proficiency"
Social Media Specialist,Karachi,45000.0,2.783132530120482,Junior,Full Time,Marketing,Entry Level,"Business Development Process, Communication Skills, Social Media Strategies"
Consultant Microbiologist,Islamabad,82639.59731543624,3.0,Junior,Full Time,Health & Medicine,Experienced Professional,"Laboratory Quality Assurance, Clinical Laboratory Management, Clinical Microbiology"
Consultant Hematologist,Islamabad,82639.59731543624,3.0,Junior,Full Time,Health & Medicine,Experienced Professional,"Leadership Management, Communication Skills, Clinical Specialist"
Consultant Radiologist,Islamabad,82639.59731543624,3.0,Junior,Full Time,Health & Medicine,Experienced Professional,"Patient Care, Communication Skills, Health Diagnostic"
Accounts Officer,Islamabad,82639.59731543624,2.0,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Accounts Software Command, Financial Accounting, Field Task Management"
Admin Officer,Islamabad,82639.59731543624,2.0,Junior,Full Time,Administration,Experienced Professional,"Communication Skills, Knowledge of Spreadsheets, Admin Operations Management, Admin Task Management, Administrative Management"
Assistant Manager Quality Control,Islamabad,82639.59731543624,3.0,Junior,Full Time,Quality Control,Experienced Professional,"Quality Control Management, Compliance Quality Control, Analytical Skills, Quality Control"
Customer Sales Representative,Rawalpindi,67500.0,1.0,Entry,Full Time,Telemarketing,Entry Level,"Travels Knowledge, Communication Skills, Fluent in English"
Driver,Peshawar,40000.0,3.0,Junior,Full Time,Distribution & Logistics,Experienced Professional,"Traffic Signs Knowledge, Driving License, Communication Skills"
Telesales Agent,Karachi,52500.0,1.0,Entry,Full Time,Telemarketing,Entry Level,"Communication Skills, Telemarketing Skills, Fluent in English"
Sales Executive,Karachi,67500.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Target Orientation, Sales Management, Communication Skills, Client Relationship Management"
Telesales Agent,Karachi,42500.0,2.783132530120482,Junior,Full Time,Telemarketing,Entry Level,"Call Handling, Technical Product Sales, Telemarketing  Skills, Fluent in English"
Sales Executive,Lahore,32500.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Sales Management, Communication Skills, Admin Operations Management"
Manager Contracts,Islamabad,225000.0,10.0,Senior,Full Time,Sales & Business Development,Experienced Professional,"Budgeting and Forecasting, Cost Management, Legal Compliance, Risk Assessment"
Financial Analyst / Taxation Officer,Multan,80000.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Taxations Knowledge, Budgeting Skills, Financial Statement Analysis, Field Task Management"
Accountant,Lahore,67500.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Accounts Management, Payroll Process, BookKeeping"
Customer Service Representative,Lahore,90000.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Entry Level,"Communication Skills, Fluent in English, Travels Knowledge"
Sales Manager,Other,27500.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Sales Management, Sales Automation, Communication Skills, Coordination Skills"
Customer Support Representative,Islamabad,32500.0,2.783132530120482,Junior,Full Time,Telemarketing,Entry Level,"Travels Knowledge, Communication Skills, Fluent in English"
Customer Services Representative,Lahore,35000.0,1.0,Entry,Full Time,Telemarketing,Entry Level,"Communication Skills, Fluent in English, Travels Knowledge"
Accountant,Lahore,37500.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Field Task Management, Tax Returns Management, Payroll Analysis, Admin Operations Management"
Senior Designer UI / UX,Lahore,200000.0,2.783132530120482,Junior,Full Time,Creative Design,Experienced Professional,"Adobe Illustrator, Adobe XD, Sketch, InVision, Product Analysis, Product Design, Figma"
Store Keeper,Faisalabad,82639.59731543624,3.0,Junior,Full Time,Warehousing,Experienced Professional,"Stock Management, Inventory Planning Skills, Retail Product Management, Stock Control, Inventory Control, Store Knowledge, Store Operations Management"
Business Development Manager,Lahore,107500.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Client Aquisition, International Business Exposure, Business Development Strategies"
Telesales Agent,Karachi,57500.0,2.0,Junior,Full Time,Telemarketing,Experienced Professional,"Sales Pro Skills, Fluent in English, Communication Skills"
Medical Billing - Intern,Lahore,27500.0,2.783132530120482,Junior,Other,Client Services & Customer Support,Intern/Student,"Fluent in English, MS Excel, Communication Skills"
Computer Operator,Islamabad,225000.0,5.0,Mid,Full Time,Data Entry,Experienced Professional,"Time Management, Inventory Accuracy, Admin Operations Management"
Technical Support Engineer,Islamabad,80000.0,3.0,Junior,Full Time,Computer Networking,Experienced Professional,"Switches Knowledge, Routers Configuration, Basic Trouble Shooting, IT Networking"
Marketing Specialist,Islamabad,275000.0,5.0,Mid,Full Time,Marketing,Experienced Professional,"Business Decision Making, Computer Proficient, Marketing Management"
Technical Support Engineer - Level 1 / Level 2,Islamabad,75000.0,2.783132530120482,Junior,Full Time,Computer Networking,Experienced Professional,"Wireless Networking, Routers Management, Cisco Networking Devices Command, Internet Troubleshooting"
IT Intern,Islamabad,82639.59731543624,2.783132530120482,Junior,Other,Computer Networking,Intern/Student,"Networking Protocol, Computer Network Operations, IP Networking"
Receptionist,Islamabad,14500.0,2.783132530120482,Junior,Full Time,"Secretarial, Clerical & Front Office",Entry Level,"Front Office Support, Communication Skills, Admin Operations Management"
Payment Collection Specialist,Islamabad,60000.0,3.0,Junior,Full Time,Other,Not Specified,"Communication Skills, Negotiation Skills, Customer Service, Knowledge Of Payment Processes, Familiarity With Collections Software, Collaboration Platforms, CRM Software, Data Management"
Visual Merchandiser,Islamabad,82639.59731543624,2.0,Junior,Full Time,Other,Not Specified,"Creative Thinking, Visual Design, Space planning, Brand Awareness, Customer Focus, Trend Analysis, Communication, Attention to Detail, Problem-Solving, Project Management, Design Thinking, Brainstorming Techniques, Mind Mapping Tools, Adobe Photoshop, Adobe Illustrator, Sketch"
